Policy_ID,User_ID,Created_At,Effective_Date,Canceled_Date,Renewal_Date,Annual_Premium,Tier,Base_Deductible,State,Personal_Property_Limit,Personal_Liability_Limit,Type
LP00000207,LU76518327,2022-10-05,2022-10-10,2023-06-01,2023-10-05,338,3,1000,ME,"30,000","200,000",home
LP00000208,LU73523177,2024-01-02,2024-01-07,2024-04-27,2025-01-01,341,,250,NY,"20,000","1,500,000",home
LP00000209,LU73523177,2022-06-06,2022-06-11,2022-11-10,2023-06-06,320,,250,NY,"20,000","1,500,000",renters
LP00000210,LU24321476,2023-08-13,2023-08-18,2024-05-23,2024-08-12,183,3,250,MN,"10,000","500,000",renters
LP00000211,LU60090953,2025-03-08,2025-03-13,2025-09-01,2026-03-08,132,4,1000,KS,"40,000","250,000",pet
LP00000212,LU16255446,2022-06-04,2022-06-09,2022-10-31,2023-06-04,390,1,1000,PA,"10,000","100,000",home
LP00000213,LU92162648,2025-04-21,2025-04-26,2025-09-08,2026-04-21,340,5,1000,IN,"20,000","500,000",renters
LP00000214,LU92162648,2023-08-05,2023-08-10,2024-07-17,2024-08-04,308,5,1000,IN,"20,000","500,000",renters
LP00000215,LU96249127,2021-11-23,2021-11-28,2022-04-27,2022-11-23,261,3,250,FL,"20,000","1,500,000",car
LP00000216,LU96249127,2022-12-13,2022-12-18,2023-07-25,2023-12-13,273,3,500,FL,"20,000","1,500,000",home
LP00000217,LU05676355,2026-10-06,2026-10-11,2027-01-20,2027-10-06,168,,500,IL,"40,000","200,000",car
LP00000218,LU35278952,2024-09-04,2024-09-09,2025-06-07,2025-09-04,287,,1000,NJ,"40,000","200,000",pet
LP00000219,LU01467414,2025-09-23,2025-09-28,2026-06-21,2026-09-23,93,,500,NM,"10,000","250,000",renters
LP00000220,LU01467414,2023-09-05,2023-09-10,2024-02-04,2024-09-04,95,,1000,NM,"10,000","250,000",renters
LP00000221,LU89219205,2024-05-23,2024-05-28,2024-11-07,2025-05-23,137,2,500,IA,"20,000","250,000",car
LP00000222,LU38287516,2026-08-23,2026-08-28,2027-06-15,2027-08-23,413,2,500,KY,"30,000","1,500,000",pet
LP00000223,LU74939514,2023-12-07,2023-12-12,2024-08-19,2024-12-06,381,2,250,NH,"20,000","250,000",car
LP00000224,LU74939514,2025-03-23,2025-03-28,2026-01-20,2026-03-23,385,2,1000,NH,"20,000","250,000",home
LP00000225,LU43076793,2024-01-22,2024-01-27,2024-04-01,2025-01-21,274,2,1000,IN,"30,000","250,000",home
LP00000226,LU43076793,2025-06-23,2025-06-28,,2026-06-23,285,2,1000,IN,"30,000","250,000",home
LP00000227,LU11078145,2026-06-17,2026-06-22,2027-01-24,2027-06-17,96,3,500,CT,"40,000","250,000",home
LP00000228,LU11078145,2026-06-24,2026-06-29,2027-04-07,2027-06-24,102,3,500,CT,"40,000","250,000",pet
LP00000229,LU49117008,2023-07-03,2023-07-08,2023-11-13,2024-07-02,103,4,500,IA,"30,000","500,000",pet
LP00000230,LU99971288,2025-03-04,2025-03-09,,2026-03-04,220,3,1000,CA,"30,000","500,000",car
LP00000231,LU52382200,2023-03-17,2023-03-22,2024-02-17,2024-03-16,139,4,500,MT,"30,000","100,000",pet
LP00000232,LU80952379,2024-09-24,2024-09-29,2025-07-22,2025-09-24,329,1,250,SD,"10,000","500,000",home
LP00000233,LU80952379,2024-09-20,2024-09-25,2025-03-20,2025-09-20,312,1,250,SD,"10,000","500,000",car
LP00000234,LU29082753,2022-12-01,2022-12-06,2023-07-13,2023-12-01,158,5,500,NM,"30,000","250,000",renters
LP00000235,LU15036289,2023-10-05,2023-10-10,2024-02-20,2024-10-04,267,1,500,VA,"10,000","500,000",home
LP00000236,LU94257507,2023-12-21,2023-12-26,2024-08-25,2024-12-20,219,3,500,ME,"10,000","200,000",renters
LP00000237,LU63834509,2026-04-04,2026-04-09,2026-10-21,2027-04-04,317,5,250,CA,"40,000","100,000",home
LP00000238,LU63834509,2026-04-25,2026-04-30,2027-02-04,2027-04-25,398,5,1000,CA,"40,000","100,000",car
LP00000239,LU20137700,2024-05-07,2024-05-12,2025-01-26,2025-05-07,213,5,1000,MA,"20,000","1,500,000",pet
LP00000240,LU12509535,2024-07-16,2024-07-21,,2025-07-16,189,1,1000,MA,"20,000","1,500,000",home
LP00000241,LU12509535,2024-09-26,2024-10-01,2024-12-21,2025-09-26,197,1,500,MA,"20,000","1,500,000",pet
LP00000242,LU89258289,2025-08-09,2025-08-14,2026-05-14,2026-08-09,127,,500,RI,"10,000","200,000",renters
LP00000243,LU45639695,2022-11-20,2022-11-25,2023-04-10,2023-11-20,267,5,250,NJ,"20,000","200,000",car
LP00000244,LU45681193,2023-04-16,2023-04-21,2023-07-06,2024-04-15,69,5,250,CO,"40,000","100,000",home
LP00000245,LU45681193,2023-01-09,2023-01-14,2023-08-24,2024-01-09,68,5,500,CO,"40,000","100,000",home
LP00000246,LU94943732,2022-06-28,2022-07-03,2023-04-02,2023-06-28,178,2,1000,LA,"10,000","1,500,000",home
LP00000247,LU94943732,2022-05-09,2022-05-14,2022-10-20,2023-05-09,201,2,1000,LA,"10,000","1,500,000",renters
LP00000248,LU78678484,2026-04-20,2026-04-25,2026-12-29,2027-04-20,297,5,250,AZ,"20,000","100,000",pet
LP00000249,LU39825966,2023-08-10,2023-08-15,,2024-08-09,170,5,250,WI,"10,000","1,500,000",pet
LP00000250,LU90069890,2023-02-04,2023-02-09,2023-04-19,2024-02-04,358,1,250,OR,"40,000","1,500,000",pet
LP00000251,LU78578163,2022-01-28,2022-02-02,,2023-01-28,259,3,500,KY,"30,000","1,500,000",home
LP00000252,LU78578163,2023-03-08,2023-03-13,,2024-03-07,263,3,500,KY,"30,000","1,500,000",renters
LP00000253,LU99434098,2024-07-20,2024-07-25,,2025-07-20,232,5,250,ND,"20,000","250,000",renters
LP00000254,LU70776613,2024-03-24,2024-03-29,2025-02-03,2025-03-24,300,3,500,MN,"20,000","1,500,000",home
LP00000255,LU70776613,2024-05-24,2024-05-29,2025-04-21,2025-05-24,323,3,500,MN,"20,000","1,500,000",renters
LP00000256,LU43964936,2024-11-17,2024-11-22,2025-03-18,2025-11-17,130,1,250,DE,"10,000","100,000",car
LP00000257,LU38432445,2023-11-19,2023-11-24,2024-09-22,2024-11-18,142,5,250,CT,"40,000","1,500,000",pet
LP00000258,LU38432445,2023-11-15,2023-11-20,2024-01-27,2024-11-14,157,5,500,CT,"40,000","1,500,000",home
LP00000259,LU84329214,2022-12-22,2022-12-27,2023-12-02,2023-12-22,231,2,500,ME,"10,000","100,000",home
LP00000260,LU84329214,2023-09-10,2023-09-15,2023-12-21,2024-09-09,207,2,500,ME,"10,000","100,000",home
LP00000261,LU35588052,2024-09-05,2024-09-10,2025-03-21,2025-09-05,363,5,1000,MI,"30,000","100,000",car
LP00000262,LU94044989,2024-09-01,2024-09-06,2025-08-27,2025-09-01,322,4,1000,AK,"40,000","100,000",home
LP00000263,LU94044989,2024-08-24,2024-08-29,2024-12-28,2025-08-24,291,4,250,AK,"40,000","100,000",home
LP00000264,LU84143327,2024-06-19,2024-06-24,2025-05-22,2025-06-19,116,2,500,AK,"10,000","1,500,000",renters
LP00000265,LU88655870,2025-01-25,2025-01-30,2026-01-02,2026-01-25,118,,250,NY,"10,000","250,000",renters
LP00000266,LU12162401,2022-08-26,2022-08-31,2023-02-20,2023-08-26,224,5,500,SD,"40,000","500,000",home
LP00000267,LU12162401,2024-04-23,2024-04-28,2025-04-23,2025-04-23,233,5,250,SD,"40,000","500,000",pet
LP00000268,LU64714400,2025-03-29,2025-04-03,2025-11-20,2026-03-29,245,4,1000,OR,"10,000","200,000",renters
LP00000269,LU64714400,2025-01-11,2025-01-16,2025-11-02,2026-01-11,195,4,1000,OR,"10,000","200,000",pet
LP00000270,LU07218009,2026-01-15,2026-01-20,2026-05-28,2027-01-15,217,2,500,KS,"20,000","1,500,000",home
LP00000271,LU07218009,2026-03-24,2026-03-29,2027-01-03,2027-03-24,171,2,1000,KS,"20,000","1,500,000",car
LP00000272,LU84627732,2023-02-11,2023-02-16,2023-04-21,2024-02-11,57,2,250,WV,"40,000","500,000",home
LP00000273,LU84627732,2024-09-01,2024-09-06,2025-05-17,2025-09-01,61,2,500,WV,"40,000","500,000",car
LP00000274,LU46546441,2023-06-08,2023-06-13,2023-12-27,2024-06-07,330,1,500,NH,"10,000","500,000",renters
LP00000275,LU46546441,2024-12-21,2024-12-26,2025-05-22,2025-12-21,338,1,1000,NH,"10,000","500,000",renters
LP00000276,LU64517069,2023-04-30,2023-05-05,2023-11-24,2024-04-29,73,4,1000,AR,"20,000","500,000",pet
LP00000277,LU97858555,2023-06-23,2023-06-28,2023-10-15,2024-06-22,102,5,500,OR,"30,000","1,500,000",home
LP00000278,LU19251671,2025-03-13,2025-03-18,2025-09-23,2026-03-13,142,1,500,WV,"40,000","100,000",pet
LP00000279,LU26405568,2021-12-09,2021-12-14,2022-04-10,2022-12-09,309,3,1000,AK,"30,000","1,500,000",home
LP00000280,LU41180747,2025-06-11,2025-06-16,2026-05-16,2026-06-11,138,4,1000,AK,"40,000","1,500,000",pet
LP00000281,LU53150853,2023-11-08,2023-11-13,2024-08-20,2024-11-07,147,,250,NC,"20,000","250,000",pet
LP00000282,LU96545084,2023-02-13,2023-02-18,2023-04-27,2024-02-13,94,4,500,LA,"30,000","250,000",pet
LP00000283,LU79695592,2023-03-27,2023-04-01,2023-10-28,2024-03-26,222,,500,AR,"40,000","500,000",pet
LP00000284,LU42029418,2022-10-07,2022-10-12,2023-07-23,2023-10-07,333,5,1000,MT,"40,000","500,000",pet
LP00000285,LU05325830,2023-10-05,2023-10-10,,2024-10-04,141,3,500,RI,"40,000","200,000",home
LP00000286,LU70941743,2025-06-27,2025-07-02,2026-03-18,2026-06-27,254,,500,DE,"30,000","500,000",renters
LP00000287,LU70941743,2025-08-23,2025-08-28,2026-07-09,2026-08-23,216,,250,DE,"30,000","500,000",renters
LP00000288,LU14999622,2022-05-28,2022-06-02,2023-04-20,2023-05-28,284,3,500,FL,"30,000","1,500,000",car
LP00000289,LU60936024,2022-04-30,2022-05-05,2022-11-25,2023-04-30,83,5,500,OH,"40,000","200,000",pet
LP00000290,LU60936024,2022-07-15,2022-07-20,2023-03-20,2023-07-15,71,5,1000,OH,"40,000","200,000",renters
LP00000291,LU66793140,2024-01-01,2024-01-06,2024-07-18,2024-12-31,283,3,1000,OR,"20,000","500,000",car
LP00000292,LU10640043,2023-05-11,2023-05-16,2024-03-31,2024-05-10,364,1,250,SC,"10,000","1,500,000",renters
LP00000293,LU88515711,2023-04-14,2023-04-19,,2024-04-13,265,1,500,MD,"30,000","500,000",pet
LP00000294,LU18833912,2024-03-27,2024-04-01,2025-02-18,2025-03-27,116,3,1000,CT,"20,000","500,000",renters
LP00000295,LU18833912,2024-06-16,2024-06-21,2025-05-18,2025-06-16,109,3,250,CT,"20,000","500,000",home
LP00000296,LU52198214,2022-10-09,2022-10-14,2023-07-26,2023-10-09,126,,250,IL,"30,000","500,000",car
LP00000297,LU52198214,2022-09-13,2022-09-18,,2023-09-13,112,,250,IL,"30,000","500,000",home
LP00000298,LU41791836,2024-09-24,2024-09-29,2025-03-31,2025-09-24,263,4,250,GA,"40,000","200,000",pet
LP00000299,LU35360613,2024-03-13,2024-03-18,2025-02-10,2025-03-13,182,4,500,AZ,"10,000","500,000",car
LP00000300,LU25797371,2024-09-13,2024-09-18,2025-04-30,2025-09-13,182,3,500,NE,"10,000","250,000",home
LP00000301,LU25797371,2024-08-26,2024-08-31,2025-01-09,2025-08-26,204,3,500,NE,"10,000","250,000",pet
LP00000302,LU71054587,2025-11-27,2025-12-02,2026-08-21,2026-11-27,259,1,500,FL,"10,000","100,000",home
LP00000303,LU71054587,2025-12-11,2025-12-16,2026-05-20,2026-12-11,243,1,250,FL,"10,000","100,000",renters
LP00000304,LU71567653,2024-12-13,2024-12-18,2025-08-16,2025-12-13,269,1,1000,NH,"20,000","200,000",pet
LP00000305,LU71567653,2025-02-19,2025-02-24,2025-05-28,2026-02-19,241,1,500,NH,"20,000","200,000",pet
LP00000306,LU10296048,2026-01-06,2026-01-11,2026-10-15,2027-01-06,275,1,1000,HI,"20,000","1,500,000",renters
LP00000307,LU10296048,2026-02-09,2026-02-14,2027-01-14,2027-02-09,263,1,500,HI,"20,000","1,500,000",pet
LP00000308,LU11108700,2024-01-18,2024-01-23,2024-11-06,2025-01-17,228,4,250,CA,"20,000","1,500,000",car
LP00000309,LU48291470,2024-05-31,2024-06-05,,2025-05-31,179,4,500,PA,"30,000","1,500,000",renters
LP00000310,LU48291470,2024-08-13,2024-08-18,2025-06-14,2025-08-13,145,4,500,PA,"30,000","1,500,000",pet
LP00000311,LU62302176,2024-02-19,2024-02-24,2025-01-16,2025-02-18,149,4,500,NV,"10,000","1,500,000",pet
LP00000312,LU08995864,2024-04-19,2024-04-24,2024-09-27,2025-04-19,286,5,250,OK,"20,000","100,000",pet
LP00000313,LU22570619,2024-08-22,2024-08-27,2025-04-05,2025-08-22,196,5,500,WI,"30,000","100,000",renters
LP00000314,LU42163469,2026-06-17,2026-06-22,2026-11-16,2027-06-17,304,3,1000,CO,"30,000","500,000",car
LP00000315,LU26045613,2024-01-08,2024-01-13,2024-04-03,2025-01-07,157,4,500,KY,"30,000","1,500,000",renters
LP00000316,LU53273099,2023-12-31,2024-01-05,2024-07-24,2024-12-30,291,4,1000,IL,"20,000","500,000",car
LP00000317,LU53273099,2023-10-26,2023-10-31,2024-06-03,2024-10-25,304,4,250,IL,"20,000","500,000",car
LP00000318,LU65402631,2025-11-08,2025-11-13,2026-05-12,2026-11-08,115,4,500,CO,"20,000","1,500,000",home
LP00000319,LU40206025,2025-07-19,2025-07-24,2025-10-28,2026-07-19,150,1,1000,KY,"30,000","1,500,000",car
LP00000320,LU42197583,2025-04-19,2025-04-24,2026-03-23,2026-04-19,113,5,500,IA,"20,000","500,000",car
LP00000321,LU07141818,2022-05-26,2022-05-31,2023-04-13,2023-05-26,298,3,1000,WY,"10,000","1,500,000",car
LP00000322,LU52015419,2023-10-21,2023-10-26,,2024-10-20,207,3,500,UT,"10,000","100,000",home
LP00000323,LU71266177,2026-07-26,2026-07-31,2027-01-09,2027-07-26,103,,500,WV,"20,000","1,500,000",renters
LP00000324,LU57470939,2024-05-19,2024-05-24,2025-02-06,2025-05-19,246,,500,SD,"10,000","200,000",home
LP00000325,LU36118273,2024-03-30,2024-04-04,2024-10-19,2025-03-30,77,2,500,MI,"20,000","100,000",renters
LP00000326,LU36118273,2022-09-24,2022-09-29,2023-08-02,2023-09-24,68,2,250,MI,"20,000","100,000",home
LP00000327,LU84442688,2024-09-22,2024-09-27,2025-03-29,2025-09-22,294,,250,NM,"10,000","200,000",renters
LP00000328,LU84442688,2024-01-21,2024-01-26,,2025-01-20,372,,250,NM,"10,000","200,000",pet
LP00000329,LU81939262,2022-06-17,2022-06-22,2023-02-01,2023-06-17,186,2,1000,NC,"30,000","200,000",renters
LP00000330,LU81939262,2022-08-10,2022-08-15,2023-06-03,2023-08-10,188,2,500,NC,"30,000","200,000",pet
LP00000331,LU86500350,2023-06-03,2023-06-08,2023-09-28,2024-06-02,185,4,500,OK,"20,000","250,000",car
LP00000332,LU49688356,2022-03-04,2022-03-09,2022-06-09,2023-03-04,218,2,500,NM,"30,000","200,000",pet
LP00000333,LU49688356,2022-02-16,2022-02-21,2022-05-10,2023-02-16,212,2,250,NM,"30,000","200,000",pet
LP00000334,LU69395650,2025-02-25,2025-03-02,2025-05-06,2026-02-25,261,4,500,WV,"20,000","1,500,000",renters
LP00000335,LU32093550,2023-01-18,2023-01-23,2023-05-08,2024-01-18,154,4,250,DE,"10,000","100,000",home
LP00000336,LU02695047,2025-04-08,2025-04-13,,2026-04-08,96,1,500,UT,"10,000","1,500,000",car
LP00000337,LU02695047,2025-05-11,2025-05-16,2026-05-05,2026-05-11,103,1,250,UT,"10,000","1,500,000",home
LP00000338,LU13156292,2025-09-18,2025-09-23,2026-03-25,2026-09-18,306,3,500,OK,"10,000","200,000",pet
LP00000339,LU54376431,2026-02-27,2026-03-04,2026-06-13,2027-02-27,191,5,1000,IL,"30,000","1,500,000",car
LP00000340,LU44911440,2023-12-16,2023-12-21,,2024-12-15,90,1,500,WY,"10,000","500,000",renters
LP00000341,LU44911440,2023-12-12,2023-12-17,2024-03-22,2024-12-11,90,1,1000,WY,"10,000","500,000",car
LP00000342,LU45052133,2024-09-21,2024-09-26,2025-07-14,2025-09-21,74,,250,HI,"10,000","250,000",renters
LP00000343,LU45052133,2025-06-19,2025-06-24,2025-09-17,2026-06-19,72,,500,HI,"10,000","250,000",renters
LP00000344,LU14448474,2024-01-09,2024-01-14,2024-10-20,2025-01-08,280,2,250,WV,"40,000","500,000",pet
LP00000345,LU14448474,2024-01-16,2024-01-21,2024-07-21,2025-01-15,285,2,1000,WV,"40,000","500,000",renters
LP00000346,LU81374847,2024-04-06,2024-04-11,2024-06-13,2025-04-06,142,5,1000,OR,"20,000","500,000",car
LP00000347,LU21016263,2023-12-22,2023-12-27,,2024-12-21,267,3,1000,LA,"40,000","500,000",car
LP00000348,LU21016263,2023-11-05,2023-11-10,2024-02-15,2024-11-04,304,3,500,LA,"40,000","500,000",car
LP00000349,LU55350563,2024-11-06,2024-11-11,2025-07-08,2025-11-06,290,,500,MA,"30,000","250,000",renters
LP00000350,LU55350563,2025-11-17,2025-11-22,2026-09-11,2026-11-17,324,,1000,MA,"30,000","250,000",pet
LP00000351,LU48293949,2026-02-15,2026-02-20,2026-08-29,2027-02-15,152,,1000,MN,"20,000","1,500,000",pet
LP00000352,LU92730969,2023-12-03,2023-12-08,2024-09-22,2024-12-02,348,5,1000,ID,"10,000","1,500,000",home
LP00000353,LU08549649,2024-07-17,2024-07-22,2024-11-16,2025-07-17,389,2,1000,WY,"10,000","250,000",home
LP00000354,LU42469950,2023-12-06,2023-12-11,2024-04-05,2024-12-05,237,1,1000,MT,"30,000","500,000",pet
LP00000355,LU98027612,2024-10-18,2024-10-23,2025-06-25,2025-10-18,205,5,250,MD,"40,000","500,000",car
LP00000356,LU98027612,2024-10-17,2024-10-22,2025-04-27,2025-10-17,216,5,1000,MD,"40,000","500,000",car
LP00000357,LU76448535,2025-01-02,2025-01-07,2025-04-17,2026-01-02,215,3,500,OK,"20,000","250,000",renters
LP00000358,LU60595242,2024-03-14,2024-03-19,2024-08-10,2025-03-14,329,5,1000,ID,"30,000","200,000",renters
LP00000359,LU60595242,2022-05-07,2022-05-12,2022-09-17,2023-05-07,404,5,250,ID,"30,000","200,000",car
LP00000360,LU81358566,2024-02-22,2024-02-27,2024-06-27,2025-02-21,232,,1000,NJ,"20,000","200,000",pet
LP00000361,LU63922559,2026-01-06,2026-01-11,2026-06-01,2027-01-06,278,2,250,OH,"40,000","200,000",pet
LP00000362,LU63922559,2024-07-31,2024-08-05,2024-10-31,2025-07-31,252,2,250,OH,"40,000","200,000",home
LP00000363,LU02647493,2023-01-13,2023-01-18,2023-08-16,2024-01-13,415,2,500,DE,"20,000","1,500,000",home
LP00000364,LU02647493,2023-02-14,2023-02-19,2023-07-06,2024-02-14,391,2,500,DE,"20,000","1,500,000",car
LP00000365,LU87777422,2022-10-18,2022-10-23,2023-07-26,2023-10-18,282,1,1000,NE,"40,000","500,000",car
LP00000366,LU87777422,2024-05-29,2024-06-03,,2025-05-29,278,1,250,NE,"40,000","500,000",home
LP00000367,LU86387212,2023-12-01,2023-12-06,2024-11-08,2024-11-30,354,5,500,PA,"30,000","500,000",home
LP00000368,LU86387212,2023-10-24,2023-10-29,2024-03-20,2024-10-23,403,5,1000,PA,"30,000","500,000",home
LP00000369,LU78289970,2023-06-16,2023-06-21,2023-11-07,2024-06-15,96,4,500,NM,"40,000","1,500,000",pet
LP00000370,LU78289970,2025-04-04,2025-04-09,,2026-04-04,105,4,500,NM,"40,000","1,500,000",home
LP00000371,LU40970411,2026-01-24,2026-01-29,2026-08-07,2027-01-24,173,2,250,NY,"40,000","100,000",pet
LP00000372,LU40970411,2026-04-14,2026-04-19,,2027-04-14,164,2,1000,NY,"40,000","100,000",renters
LP00000373,LU01433141,2026-10-30,2026-11-04,2027-03-03,2027-10-30,410,,250,KS,"20,000","500,000",pet
LP00000374,LU32660784,2023-01-22,2023-01-27,2023-07-04,2024-01-22,197,4,250,ND,"30,000","250,000",car
LP00000375,LU07216687,2024-06-11,2024-06-16,2024-11-15,2025-06-11,270,3,250,LA,"20,000","250,000",car
LP00000376,LU74478091,2023-07-03,2023-07-08,2023-10-26,2024-07-02,198,,500,IN,"30,000","250,000",home
LP00000377,LU11304292,2024-05-30,2024-06-04,2025-03-01,2025-05-30,188,1,1000,FL,"10,000","500,000",home
LP00000378,LU19177385,2024-09-11,2024-09-16,2024-12-15,2025-09-11,148,5,1000,LA,"10,000","200,000",renters
LP00000379,LU22756028,2024-02-15,2024-02-20,2024-09-09,2025-02-14,81,1,250,ID,"40,000","100,000",renters
LP00000380,LU22756028,2024-10-21,2024-10-26,2025-10-19,2025-10-21,86,1,1000,ID,"40,000","100,000",pet
LP00000381,LU27429584,2025-02-03,2025-02-08,2026-01-16,2026-02-03,284,3,250,CO,"20,000","1,500,000",renters
LP00000382,LU03320513,2023-02-27,2023-03-04,2023-11-08,2024-02-27,168,,500,CA,"20,000","250,000",renters
LP00000383,LU03320513,2023-02-21,2023-02-26,2023-06-25,2024-02-21,183,,1000,CA,"20,000","250,000",home
LP00000384,LU88412823,2023-08-30,2023-09-04,2024-02-09,2024-08-29,65,5,500,CT,"30,000","250,000",pet
LP00000385,LU69412449,2022-07-09,2022-07-14,2023-03-26,2023-07-09,281,4,1000,MD,"30,000","500,000",home
LP00000386,LU69412449,2023-06-15,2023-06-20,2023-12-05,2024-06-14,339,4,250,MD,"30,000","500,000",renters
LP00000387,LU29594972,2023-03-13,2023-03-18,2023-06-25,2024-03-12,211,2,250,KS,"30,000","1,500,000",renters
LP00000388,LU29594972,2024-05-10,2024-05-15,,2025-05-10,197,2,250,KS,"30,000","1,500,000",renters
LP00000389,LU13701510,2022-09-15,2022-09-20,2023-03-22,2023-09-15,186,5,250,VA,"20,000","200,000",car
LP00000390,LU13701510,2022-07-02,2022-07-07,2023-01-20,2023-07-02,190,5,1000,VA,"20,000","200,000",renters
LP00000391,LU80892787,2022-08-20,2022-08-25,2023-06-29,2023-08-20,274,4,1000,MO,"40,000","200,000",pet
LP00000392,LU86642198,2024-02-25,2024-03-01,2024-11-09,2025-02-24,162,,250,NJ,"30,000","500,000",pet
LP00000393,LU86642198,2024-02-11,2024-02-16,2024-09-01,2025-02-10,162,,500,NJ,"30,000","500,000",home
LP00000394,LU80096300,2022-10-23,2022-10-28,,2023-10-23,222,3,500,OK,"30,000","200,000",renters
LP00000395,LU80096300,2022-12-10,2022-12-15,2023-04-26,2023-12-10,183,3,250,OK,"30,000","200,000",renters
LP00000396,LU65885066,2023-09-05,2023-09-10,2024-07-20,2024-09-04,289,4,250,ME,"10,000","1,500,000",home
LP00000397,LU04544215,2024-03-08,2024-03-13,2024-08-02,2025-03-08,185,2,500,CO,"30,000","250,000",car
LP00000398,LU71460682,2024-04-03,2024-04-08,,2025-04-03,354,2,250,AK,"40,000","200,000",renters
LP00000399,LU25243388,2024-06-30,2024-07-05,2024-09-04,2025-06-30,217,3,500,IL,"10,000","250,000",home
LP00000400,LU25243388,2024-06-12,2024-06-17,2024-10-17,2025-06-12,193,3,250,IL,"10,000","250,000",renters
LP00000401,LU16817989,2024-02-07,2024-02-12,2024-09-22,2025-02-06,145,5,500,CT,"30,000","1,500,000",car
LP00000402,LU16817989,2024-02-12,2024-02-17,2024-05-19,2025-02-11,150,5,250,CT,"30,000","1,500,000",renters
LP00000403,LU14162951,2025-08-28,2025-09-02,2025-12-11,2026-08-28,119,,250,WV,"30,000","250,000",home
LP00000404,LU14162951,2025-10-22,2025-10-27,2026-06-12,2026-10-22,133,,500,WV,"30,000","250,000",home
LP00000405,LU41335545,2024-07-25,2024-07-30,,2025-07-25,247,4,1000,OK,"10,000","1,500,000",pet
LP00000406,LU41335545,2024-09-14,2024-09-19,2025-05-27,2025-09-14,236,4,500,OK,"10,000","1,500,000",home
LP00000407,LU31051077,2023-05-09,2023-05-14,2024-02-07,2024-05-08,120,1,500,MD,"10,000","100,000",renters
LP00000408,LU06369342,2025-07-31,2025-08-05,2026-01-15,2026-07-31,346,1,500,CA,"30,000","250,000",home
LP00000409,LU06369342,2023-09-09,2023-09-14,2024-08-08,2024-09-08,347,1,500,CA,"30,000","250,000",renters
LP00000410,LU85696906,2023-11-12,2023-11-17,,2024-11-11,187,3,1000,NY,"10,000","100,000",car
LP00000411,LU77673331,2022-07-10,2022-07-15,,2023-07-10,144,4,250,NM,"40,000","250,000",home
LP00000412,LU77673331,2024-04-22,2024-04-27,2025-03-10,2025-04-22,120,4,250,NM,"40,000","250,000",pet
LP00000413,LU71454104,2023-11-21,2023-11-26,2024-04-23,2024-11-20,318,3,1000,NJ,"20,000","100,000",renters
LP00000414,LU57990489,2025-04-01,2025-04-06,2025-06-24,2026-04-01,80,1,1000,UT,"20,000","100,000",car
LP00000415,LU56734852,2025-04-09,2025-04-14,2025-08-19,2026-04-09,243,3,250,NJ,"10,000","100,000",car
LP00000416,LU56734852,2025-05-04,2025-05-09,2026-02-25,2026-05-04,283,3,250,NJ,"10,000","100,000",pet
LP00000417,LU56604007,2023-01-27,2023-02-01,,2024-01-27,99,3,500,VT,"10,000","100,000",renters
LP00000418,LU19521863,2024-01-10,2024-01-15,2024-10-23,2025-01-09,165,2,250,KS,"40,000","250,000",car
LP00000419,LU19521863,2023-11-13,2023-11-18,,2024-11-12,176,2,250,KS,"40,000","250,000",pet
LP00000420,LU80590532,2023-10-16,2023-10-21,2024-03-27,2024-10-15,396,3,500,IA,"40,000","250,000",car
LP00000421,LU28621154,2023-09-23,2023-09-28,2024-08-27,2024-09-22,335,4,250,ND,"20,000","100,000",home
LP00000422,LU96709931,2026-03-24,2026-03-29,2026-11-19,2027-03-24,106,2,500,CA,"30,000","100,000",renters
LP00000423,LU96709931,2026-07-04,2026-07-09,2027-01-29,2027-07-04,110,2,1000,CA,"30,000","100,000",pet
LP00000424,LU40054094,2025-10-11,2025-10-16,2026-04-25,2026-10-11,124,5,500,PA,"10,000","200,000",home
LP00000425,LU40054094,2025-06-11,2025-06-16,2026-05-22,2026-06-11,110,5,500,PA,"10,000","200,000",home
LP00000426,LU16411283,2025-12-28,2026-01-02,2026-07-09,2026-12-28,334,1,500,FL,"20,000","1,500,000",car
LP00000427,LU41023762,2025-04-23,2025-04-28,2026-01-12,2026-04-23,332,3,250,RI,"30,000","100,000",renters
LP00000428,LU41023762,2025-06-16,2025-06-21,2026-06-05,2026-06-16,259,3,500,RI,"30,000","100,000",pet
LP00000429,LU43140790,2023-05-25,2023-05-30,2024-04-06,2024-05-24,346,5,250,KY,"10,000","200,000",home
LP00000430,LU71249948,2023-10-03,2023-10-08,2024-08-02,2024-10-02,81,5,1000,AR,"20,000","500,000",car
LP00000431,LU31075871,2024-04-05,2024-04-10,2024-08-30,2025-04-05,203,1,1000,MA,"10,000","250,000",car
LP00000432,LU25434021,2023-03-31,2023-04-05,,2024-03-30,339,,1000,HI,"30,000","500,000",car
LP00000433,LU71815785,2024-03-23,2024-03-28,2024-09-13,2025-03-23,282,,250,MI,"40,000","200,000",renters
LP00000434,LU71815785,2025-12-11,2025-12-16,2026-05-22,2026-12-11,268,,1000,MI,"40,000","200,000",pet
LP00000435,LU83031781,2023-01-27,2023-02-01,2023-08-23,2024-01-27,195,2,250,IA,"10,000","500,000",pet
LP00000436,LU23010856,2022-03-02,2022-03-07,2022-12-16,2023-03-02,273,,500,MT,"10,000","500,000",pet
